experience,country,education,languages,frameworks,company_size,salary_usd,salary_usd_before_cap
35,USA,Bachelors,"Python, Swift","Flask, Laravel",51-200,233234.0,233234.0
38,Japan,Unknown,"Java, PHP","Laravel, React",201-1000,180939.0,180939.0
7,Canada,Bachelors,C#,"Django, Ruby on Rails",1-10,89352.0,89352.0
36,USA,Masters,"C#, Go","Angular, Laravel",11-50,209970.0,209970.0
7,Canada,Bachelors,"PHP, Python","Express, Spring",201-1000,76684.0,76684.0
12,USA,High School,C++,"ASP.NET, Ruby on Rails",5000+,137118.0,137118.0
17,USA,Masters,Unknown,"ASP.NET, Laravel",51-200,162609.0,162609.0
6,USA,Bachelors,"Java, Python","Express, Spring",1-10,107085.0,107085.0
0,UK,Bachelors,"Go, PHP","Express, React",1001-5000,71353.0,71353.0
9,USA,Bachelors,"C++, Swift",Angular,1-10,118254.0,118254.0
20,Germany,Masters,Swift,Laravel,201-1000,74250.0,74250.0
30,Jp,Bachelors,"C#, PHP","React, Spring",11-50,165485.0,165485.0
8,France,Some College,"PHP, Ruby","Angular, Spring",201-1000,59475.0,59475.0
36,USA,Masters,"Go, Swift","Flask, Ruby on Rails",1001-5000,181335.0,181335.0
3,USA,High School,"JavaScript, Ruby",Unknown,201-1000,106029.0,106029.0
30,USA,Unknown,"C++, JavaScript",Unknown,201-1000,184011.0,184011.0
20,Australia,Masters,"Python, Rust","Laravel, Vue",201-1000,86941.0,86941.0
5,USA,High School,Unknown,Unknown,51-200,85549.0,85549.0
34,Japan,Some College,Unknown,Laravel,201-1000,166690.0,166690.0
20,UK,Incomplete,"PHP, Ruby","Spring, Vue",5000+,168019.0,168019.0
11,Japan,High School,"Ruby, Rust",Unknown,1-10,81435.0,81435.0
37,USA,Unknown,"C++, JavaScript","Flask, Vue",201-1000,224985.0,224985.0
14,USA,Some College,"Java, Swift","Django, React",11-50,138098.0,138098.0
32,USA,Bachelors,"C#, PHP",Vue,201-1000,210566.0,210566.0
7,India,Bachelors,Python,"React, Ruby on Rails",1001-5000,33869.0,33869.0
10,Australia,Masters,"Java, JavaScript","ASP.NET, Laravel",1001-5000,73385.0,73385.0
19,Singapore,Bachelors,"Rust, Swift","Django, Flask",201-1000,115156.0,115156.0
29,Germany,Bachelors,"C++, Swift","ASP.NET, Vue",51-200,142830.0,142830.0
1,Brazil,Bachelors,"C#, Java","Django, Vue",11-50,47023.0,47023.0
18,Australia,Bachelors,Rust,"Angular, Express",11-50,89549.0,89549.0
9,USA,Masters,"C++, Java","Angular, Flask",1-10,145053.0,145053.0
14,Australia,Unknown,"JavaScript, PHP","ASP.NET, React",201-1000,85654.0,85654.0
13,Japan,Bachelors,"C#, Java","Angular, Express",201-1000,93351.0,93351.0
19,France,Bachelors,PHP,"ASP.NET, Vue",5000+,107588.0,107588.0
21,USA,Some College,"JavaScript, Ruby","Express, Flask",201-1000,135040.0,135040.0
25,Germany,Masters,Python,"Laravel, Spring",11-50,147339.0,147339.0
10,USA,Bachelors,"Go, JavaScript",Unknown,1001-5000,96406.0,96406.0
13,France,Unknown,"Python, Swift","Flask, Vue",1-10,93261.0,93261.0
20,Australia,Bachelors,"C#, Ruby","React, Ruby on Rails",1-10,77490.0,77490.0
37,Singapore,Masters,Unknown,"Flask, Ruby on Rails",1-10,196016.0,196016.0
15,UK,Bachelors,"JavaScript, Python","Express, Flask",1-10,89002.0,89002.0
20,USA,Bachelors,"C++, Java","Angular, Express",1-10,76623.0,76623.0
0,UK,Bachelors,"C++, Java",Angular,1-10,49110.0,49110.0
6,Japan,Bachelors,JavaScript,"Django, Express",1001-5000,76986.0,76986.0
14,UK,Bachelors,"PHP, Python","Laravel, Vue",51-200,108194.0,108194.0
13,Germany,PhD,"C++, Ruby","Laravel, React",11-50,100936.0,100936.0
25,USA,Some College,"JavaScript, Ruby",Laravel,51-200,195306.0,195306.0
33,India,Masters,"JavaScript, Python","Django, Express",5000+,118857.0,118857.0
31,USA,Bachelors,"C#, Rust","ASP.NET, Ruby on Rails",1-10,162844.0,162844.0
27,USA,Bachelors,"C#, Rust","Express, Laravel",201-1000,191851.0,191851.0
25,UK,Unknown,Unknown,"Express, Spring",1-10,129108.0,129108.0
0,UK,High School,"C++, PHP","Flask, Vue",11-50,60533.0,60533.0
4,France,Masters,Unknown,Unknown,1001-5000,58031.0,58031.0
4,USA,High School,"C++, Swift","Express, Flask",51-200,85441.0,85441.0
20,Singapore,Masters,"Go, Rust","Angular, Flask",1-10,68521.0,68521.0
25,Japan,Masters,"Java, JavaScript","Angular, Spring",201-1000,126351.0,126351.0
22,Canada,Bachelors,"Java, Python","React, Vue",1001-5000,128116.0,128116.0
5,Brazil,Bachelors,"JavaScript, Rust","React, Spring",5000+,93199.0,93199.0
28,USA,Bachelors,"PHP, Ruby","Django, Spring",1001-5000,156349.0,156349.0
33,USA,Bachelors,Swift,"Flask, Ruby on Rails",51-200,217133.0,217133.0
39,Germany,Masters,"C#, C++","Express, React",1-10,190340.0,190340.0
34,Germany,Bachelors,"Go, Python",Unknown,1001-5000,149264.0,149264.0
18,USA,Masters,"C#, Rust","Spring, Vue",5000+,183029.0,183029.0
35,USA,Bachelors,"C#, Java",Unknown,5000+,171426.0,171426.0
1,Singapore,Masters,"C#, PHP",Unknown,11-50,52652.0,52652.0
34,USA,Unknown,"Go, Python","React, Vue",1001-5000,208186.0,208186.0
0,UK,Bachelors,"C#, JavaScript","ASP.NET, Laravel",1001-5000,55709.0,55709.0
35,Germany,Unknown,"Go, Rust","Angular, Express",5000+,205153.0,205153.0
26,Germany,Bachelors,"C#, C++","Ruby on Rails, Vue",201-1000,144703.0,144703.0
10,USA,Bachelors,C#,Flask,201-1000,125115.0,125115.0
26,Canada,PhD,JavaScript,"Express, Vue",1001-5000,177363.0,177363.0
1,UK,Bachelors,"C#, Go","Flask, Laravel",201-1000,61172.0,61172.0
22,Canada,Bachelors,"PHP, Ruby","React, Ruby on Rails",51-200,138155.0,138155.0
6,India,Masters,"Ruby, Rust","Django, Laravel",5000+,50748.0,50748.0
7,Singapore,Bachelors,"Java, Rust","Ruby on Rails, Vue",5000+,95004.0,95004.0
19,USA,Bachelors,"JavaScript, Python","Django, Spring",5000+,145119.0,145119.0
27,USA,Masters,"JavaScript, PHP",Unknown,201-1000,168428.0,168428.0
20,Canada,Some College,"C#, Java","Ruby on Rails, Spring",201-1000,91030.0,91030.0
20,UK,Bachelors,"Java, PHP","ASP.NET, React",1-10,154760.0,154760.0
8,USA,Bachelors,"C#, Go","ASP.NET, Django",201-1000,104385.0,104385.0
3,USA,Master'S,Unknown,"Ruby on Rails, Spring",11-50,121809.0,121809.0
33,UK,Bachelors,"Python, Rust",Unknown,11-50,140655.0,140655.0
20,UK,Some College,Unknown,"Angular, React",1-10,145457.0,145457.0
40,Canada,Bachelors,"Java, Rust","Django, Vue",11-50,266016.875,1144315.0
9,Canada,Bachelors,"PHP, Rust","Django, React",11-50,86637.0,86637.0
20,USA,Bachelors,"PHP, Python","Ruby on Rails, Vue",11-50,136144.0,136144.0
23,Japan,Bachelors,"C#, Python","ASP.NET, Spring",201-1000,266016.875,998724.0
11,Germany,Bachelors,"Ruby, Rust","Ruby on Rails, Spring",51-200,77006.0,77006.0
7,USA,Masters,"C++, Ruby","Angular, Django",51-200,107868.0,107868.0
17,UK,PhD,"Java, Ruby","ASP.NET, React",1001-5000,128989.0,128989.0
35,USA,Some College,"C#, Rust","React, Ruby on Rails",51-200,220718.0,220718.0
6,USA,Masters,"Ruby, Rust","ASP.NET, Django",1-10,101797.0,101797.0
1,USA,High School,"PHP, Python",React,201-1000,110344.0,110344.0
16,USA,Masters,Go,"Angular, Vue",1-10,158466.0,158466.0
8,Canada,Bachelors,Rust,"ASP.NET, Vue",1-10,98408.0,98408.0
29,Brazil,Bachelors,"C#, C++","Angular, Express",11-50,154933.0,154933.0
34,USA,Masters,"Go, Java","ASP.NET, Flask",5000+,184543.0,184543.0
25,India,Masters,"JavaScript, Python","Angular, Ruby on Rails",11-50,93031.0,93031.0
7,Japan,Unknown,"Java, Ruby",Unknown,1001-5000,75815.0,75815.0
27,UK,Bachelors,"Ruby, Rust","Laravel, React",1-10,123583.0,123583.0
20,USA,Master'S,"C++, Java","Angular, Ruby on Rails",1001-5000,178416.0,178416.0
21,USA,Bachelors,"C#, Swift","Express, React",51-200,138523.0,138523.0
36,Australia,Bachelors,"Rust, Swift","Laravel, Spring",1-10,153099.0,153099.0
31,USA,Some College,"C#, Java","Angular, Laravel",1001-5000,155819.0,155819.0
6,Germany,Some College,"Go, JavaScript","Angular, Laravel",1001-5000,69951.0,69951.0
7,USA,Masters,"Python, Swift","Flask, Laravel",201-1000,143885.0,143885.0
39,UK,Bachelors,"JavaScript, Python",Unknown,51-200,161795.0,161795.0
32,USA,Masters,Swift,"Express, Vue",5000+,205447.0,205447.0
14,UK,Masters,"Go, JavaScript","Ruby on Rails, Vue",5000+,121017.0,121017.0
20,USA,Bachelors,"Java, JavaScript",React,201-1000,236746.0,236746.0
7,India,PhD,"PHP, Ruby","React, Spring",1-10,48628.0,48628.0
13,USA,Unknown,"Go, PHP","Django, Flask",1-10,109642.0,109642.0
26,USA,Bachelors,"Java, JavaScript","ASP.NET, Django",5000+,169828.0,169828.0
0,USA,Bachelors,"Python, Ruby",Angular,5000+,105564.0,105564.0
14,USA,Masters,"Java, Swift","Flask, Vue",201-1000,130810.0,130810.0
38,India,Master'S,"C++, Ruby","Angular, Ruby on Rails",1001-5000,160440.0,160440.0
3,USA,Masters,"C#, C++","Django, Flask",201-1000,104785.0,104785.0
39,Australia,Bachelors,"C++, Java","React, Spring",1001-5000,165479.0,165479.0
6,USA,Bachelors,"Go, Swift","React, Vue",201-1000,113150.0,113150.0
27,Singapore,High School,"PHP, Swift","Django, React",51-200,106550.0,106550.0
18,Japan,Bachelors,"Java, JavaScript","Ruby on Rails, Spring",11-50,93162.0,93162.0
0,USA,Bachelors,"C++, Java","Django, Laravel",51-200,106238.0,106238.0
29,Germany,Bachelors,"Java, Python","ASP.NET, Flask",1-10,147605.0,147605.0
18,USA,Masters,"Ruby, Rust","Django, Spring",5000+,167144.0,167144.0
20,USA,Some College,"Java, PHP","Ruby on Rails, Vue",5000+,186950.0,186950.0
26,Germany,Bachelors,"Ruby, Rust","Express, Laravel",1-10,158505.0,158505.0
23,France,Masters,"Go, Python",Unknown,11-50,130896.0,130896.0
33,Canada,Unknown,"Java, Ruby","Flask, Ruby on Rails",1-10,174117.0,174117.0
29,UK,Unknown,"C#, Java",Django,5000+,151477.0,151477.0
3,U.S.A.,Bachelors,"C#, Go","Angular, React",11-50,111417.0,111417.0
26,India,Some College,Unknown,"ASP.NET, Ruby on Rails",201-1000,99883.0,99883.0
34,USA,Unknown,"C++, Java",Laravel,1001-5000,193003.0,193003.0
20,USA,Bachelors,"C++, Rust","Ruby on Rails, Spring",5000+,185594.0,185594.0
20,USA,Bachelors,"C#, Java","ASP.NET, Vue",5000+,197075.0,197075.0
4,UK,Some College,"C++, Swift","Angular, Ruby on Rails",51-200,85049.0,85049.0
9,USA,Unknown,JavaScript,"Angular, Ruby on Rails",11-50,147782.0,147782.0
32,USA,Masters,Swift,Angular,11-50,217049.0,217049.0
10,Brazil,Masters,"JavaScript, Ruby","Angular, Vue",51-200,98982.0,98982.0
13,India,Bachelors,Unknown,ASP.NET,1-10,44363.0,44363.0
14,USA,Some College,"Go, Swift",React,1-10,106392.0,106392.0
21,USA,Masters,"Go, PHP","Angular, Ruby on Rails",5000+,213407.0,213407.0
10,USA,Masters,"C#, Java","Angular, Vue",201-1000,108439.0,108439.0
13,Brazil,Bachelors,PHP,"Angular, Laravel",11-50,99968.0,99968.0
34,USA,Masters,"C++, Python",Unknown,51-200,193185.0,193185.0
20,USA,Bachelors,"PHP, Ruby","Angular, Flask",1-10,149195.0,149195.0
36,UK,Bachelors,"JavaScript, Python","ASP.NET, Django",51-200,173236.0,173236.0
30,USA,Bachelors,"C++, Go","Django, Ruby on Rails",11-50,159027.0,159027.0
38,USA,Bachelors,"Python, Swift","Django, React",1001-5000,175210.0,175210.0
25,USA,Bachelors,"C#, Swift","ASP.NET, Spring",1-10,163362.0,163362.0
20,USA,Masters,Unknown,Unknown,5000+,166982.0,166982.0
38,USA,Masters,"C++, Rust","Express, Ruby on Rails",201-1000,233841.0,233841.0
14,Germany,High School,"Go, Ruby","Django, Laravel",201-1000,91645.0,91645.0
18,USA,Bachelors,JavaScript,"ASP.NET, Laravel",1-10,116814.0,116814.0
37,Germany,High School,C#,"Django, Ruby on Rails",51-200,152361.0,152361.0
4,USA,Unknown,"Java, Ruby","Ruby on Rails, Vue",11-50,103066.0,103066.0
20,Germany,Bachelors,"PHP, Ruby","Express, Spring",1001-5000,122998.0,122998.0
4,USA,Masters,"PHP, Swift","Django, Laravel",51-200,104869.0,104869.0
39,USA,Masters,"Ruby, Rust","ASP.NET, Spring",201-1000,211515.0,211515.0
39,Germany,PhD,"PHP, Python","Django, Express",51-200,169364.0,169364.0
33,USA,Bachelors,"Python, Ruby","ASP.NET, Ruby on Rails",1001-5000,190611.0,190611.0
36,USA,Masters,"C++, Java","ASP.NET, Flask",11-50,167320.0,167320.0
5,USA,Bachelors,"C#, Ruby","React, Vue",1001-5000,110190.0,110190.0
20,Germany,Masters,"Ruby, Swift","Express, Laravel",1001-5000,93789.0,93789.0
23,USA,Bachelors,"C++, JavaScript","Angular, Django",1-10,161574.0,161574.0
38,India,Some College,"C++, Rust","Django, Laravel",1-10,128478.0,128478.0
15,Singapore,Bachelors,"C#, Rust","Flask, Vue",1001-5000,104038.0,104038.0
18,India,Some College,C++,"Angular, Vue",5000+,92695.0,92695.0
12,USA,Some College,"C#, Swift","Ruby on Rails, Vue",201-1000,105317.0,105317.0
21,France,Masters,"C++, Ruby","Ruby on Rails, Vue",51-200,102556.0,102556.0
20,USA,PhD,"C#, Rust","Express, Ruby on Rails",201-1000,185175.0,185175.0
10,Japan,Some College,"C#, Python","Django, Spring",1001-5000,93807.0,93807.0
30,Japan,Bachelors,"Java, Ruby","ASP.NET, Flask",5000+,151273.0,151273.0
29,UK,Masters,"Java, Swift",Unknown,1001-5000,180570.0,180570.0
37,Brazil,Bachelors,"Go, PHP","Flask, Laravel",11-50,142496.0,142496.0
4,India,Bachelors,"Java, Swift",Unknown,11-50,31589.0,31589.0
9,USA,Bachelors,"JavaScript, Swift","Express, Vue",201-1000,123677.0,123677.0
40,India,Masters,"C++, Swift","Django, Laravel",1001-5000,122141.0,122141.0
31,India,Bachelors,"PHP, Python","Django, Flask",11-50,123120.0,123120.0
20,Germany,Some College,"PHP, Swift","Angular, React",5000+,145545.0,145545.0
13,USA,Some College,"C++, Ruby","Angular, Vue",1001-5000,122483.0,122483.0
28,USA,Masters,Unknown,"ASP.NET, Express",1-10,194741.0,194741.0
11,Germany,Bachelors,PHP,"Django, Vue",51-200,94342.0,94342.0
3,USA,Bachelors,"JavaScript, Ruby",Ruby on Rails,5000+,99623.0,99623.0
34,Australia,Bachelors,"C++, Ruby","Ruby on Rails, Vue",51-200,168671.0,168671.0
36,Germany,Masters,"Java, Rust","ASP.NET, Spring",11-50,144737.0,144737.0
1,USA,Bachelors,"Python, Swift","Laravel, Ruby on Rails",51-200,78348.0,78348.0
31,Canada,Bachelors,"Python, Swift","Angular, Ruby on Rails",1-10,130601.0,130601.0
16,Australia,Unknown,"Go, Ruby","Express, Vue",1001-5000,101784.0,101784.0
4,USA,Masters,"C#, C++","Angular, Express",11-50,103172.0,103172.0
6,USA,Bachelors,"Go, Rust","Angular, Express",51-200,92387.0,92387.0
10,Japan,Bachelors,"Go, PHP","Express, React",1001-5000,84491.0,84491.0
22,USA,Some College,"Go, Python","ASP.NET, Express",51-200,161335.0,161335.0
23,USA,Bachelors,Unknown,"Django, Flask",201-1000,147715.0,147715.0
36,Brazil,Some College,"Go, Python","Flask, Spring",1001-5000,175450.0,175450.0
2,UK,Bachelors,"Java, Swift","Laravel, Spring",5000+,94353.0,94353.0
36,USA,Bachelors,"C++, Java","ASP.NET, React",51-200,205377.0,205377.0
30,USA,Some College,"Java, Swift","ASP.NET, Express",1-10,162505.0,162505.0
26,USA,Bachelors,"Java, Ruby",ASP.NET,1001-5000,161465.0,161465.0
22,UK,Unknown,"Go, Java","Express, React",1-10,112593.0,112593.0
20,UK,Bachelors,Swift,"Express, Ruby on Rails",1-10,207940.0,207940.0
27,USA,Masters,"Java, Python","ASP.NET, Ruby on Rails",5000+,204261.0,204261.0
4,USA,Some College,"Java, Python","Angular, Laravel",1-10,86520.0,86520.0
9,Germany,Bachelors,"JavaScript, Swift","Django, React",11-50,87381.0,87381.0
20,India,Masters,"Go, Python","Flask, Spring",1001-5000,128907.0,128907.0
38,Germany,Some College,Unknown,"Django, Ruby on Rails",51-200,152224.0,152224.0
22,India,High School,Unknown,Express,1001-5000,96099.0,96099.0
3,USA,Bachelors,Java,"Express, Laravel",201-1000,84370.0,84370.0
1,UK,Masters,"C++, PHP","ASP.NET, Ruby on Rails",5000+,103076.0,103076.0
20,Canada,Bachelors,"Ruby, Rust","Django, Spring",5000+,157656.0,157656.0
1,Japan,Bachelors,"Rust, Swift","Ruby on Rails, Spring",5000+,77603.0,77603.0
36,India,Bachelors,"Go, Ruby","Flask, Laravel",201-1000,142498.0,142498.0
16,Singapore,Bachelors,"Go, Swift","Angular, ASP.NET",5000+,97974.0,97974.0
14,USA,Bachelors,Java,"Django, Spring",51-200,106865.0,106865.0
10,Germany,Bachelors,"Go, PHP","Express, Ruby on Rails",1001-5000,81778.0,81778.0
27,India,Masters,"Ruby, Swift","Laravel, Spring",11-50,89556.0,89556.0
16,USA,Bachelors,"C++, JavaScript","Flask, Vue",1001-5000,112926.0,112926.0
20,Canada,Bachelors,Unknown,"Angular, Django",1-10,135328.0,135328.0
10,USA,Masters,C#,"ASP.NET, Laravel",51-200,140833.0,140833.0
26,Germany,Bachelors,"C#, Rust","ASP.NET, Ruby on Rails",201-1000,124567.0,124567.0
20,India,Bachelors,"PHP, Ruby","ASP.NET, Express",5000+,74479.0,74479.0
0,USA,Bachelors,"C#, Go","Django, Express",11-50,76713.0,76713.0
16,USA,Bachelors,"PHP, Ruby",Django,51-200,148433.0,148433.0
15,USA,Bachelors,"C#, Swift",Flask,201-1000,128751.0,128751.0
4,India,PhD,"C#, Go","Angular, Vue",1001-5000,48422.0,48422.0
7,USA,Bachelors,"Java, Ruby",Unknown,11-50,125330.0,125330.0
21,USA,Bachelors,Java,"Express, Laravel",201-1000,124538.0,124538.0
35,USA,Unknown,"C#, Java","Laravel, React",201-1000,219133.0,219133.0
34,Canada,Unknown,Unknown,"Laravel, Ruby on Rails",1001-5000,173543.0,173543.0
6,Australia,Bachelors,"Java, Swift","Express, Ruby on Rails",1-10,72689.0,72689.0
27,Germany,Bachelors,Unknown,"Laravel, Vue",1001-5000,163782.0,163782.0
23,USA,Bachelors,C#,"Angular, ASP.NET",51-200,147499.0,147499.0
20,Canada,Masters,Unknown,"Express, Vue",11-50,179282.0,179282.0
7,France,PhD,Unknown,"Laravel, Spring",201-1000,74014.0,74014.0
17,India,High School,Go,"Express, Ruby on Rails",201-1000,58041.0,58041.0
10,USA,Bachelors,"C++, Java","Flask, Spring",51-200,96414.0,96414.0
20,USA,Bachelors,"Ruby, Swift",Django,1-10,133031.0,133031.0
20,Canada,Some College,"Ruby, Swift","Django, React",1001-5000,190935.0,190935.0
36,USA,Masters,"C++, Go","Flask, Vue",201-1000,177799.0,177799.0
32,India,Masters,"C#, Go",Unknown,11-50,106175.0,106175.0
12,Australia,Bachelors,"C#, Python","ASP.NET, Django",201-1000,100429.0,100429.0
5,USA,PhD,Unknown,"React, Ruby on Rails",201-1000,104599.0,104599.0
20,Germany,Some College,"Java, Swift","ASP.NET, Django",1001-5000,68841.0,68841.0
20,USA,Bachelors,"Go, Python",ASP.NET,201-1000,100262.0,100262.0
23,USA,High School,"C++, PHP","Django, Express",5000+,162470.0,162470.0
4,India,Bachelors,Python,Ruby on Rails,1-10,24723.0,24723.0
35,Germany,Unknown,"Go, Ruby","ASP.NET, Laravel",1001-5000,144709.0,144709.0
30,Germany,Masters,"JavaScript, Python","Django, React",5000+,158421.0,158421.0
1,India,Some College,"PHP, Swift","Angular, Vue",51-200,19559.0,19559.0
13,USA,Bachelors,"JavaScript, Python",Vue,51-200,130645.0,130645.0
19,UK,Masters,"C++, JavaScript","Ruby on Rails, Vue",11-50,128372.0,128372.0
20,USA,Masters,"Go, Python","React, Vue",11-50,198584.0,198584.0
20,USA,Bachelors,Ruby,"Angular, Django",201-1000,163447.0,163447.0
2,India,Bachelors,Python,"Angular, Django",1-10,22937.0,22937.0
18,USA,Unknown,Unknown,"Django, Vue",201-1000,140023.0,140023.0
32,Canada,Bachelors,"C++, Swift",Unknown,51-200,131605.0,131605.0
26,USA,Bachelor'S,"Go, Rust","Laravel, React",51-200,153448.0,153448.0
7,Australia,Unknown,"PHP, Rust",Unknown,201-1000,89973.0,89973.0
29,Canada,Bachelors,"C#, Rust",Vue,1-10,122386.0,122386.0
14,USA,Some College,Rust,"Angular, Flask",51-200,128437.0,128437.0
36,USA,Masters,"C++, Java","Django, Spring",1001-5000,174725.0,174725.0
5,India,High School,"C++, Go","ASP.NET, Laravel",11-50,27458.0,27458.0
32,France,Bachelors,"C#, JavaScript","ASP.NET, Django",1-10,160265.0,160265.0
3,USA,Masters,"C#, Python","Ruby on Rails, Vue",51-200,129069.0,129069.0
38,Germany,Masters,"JavaScript, Ruby","Angular, Flask",1-10,200458.0,200458.0
11,USA,Unknown,"C#, PHP","Angular, React",11-50,112981.0,112981.0
1,Canada,Bachelors,"C++, Python","Django, Laravel",1-10,55808.0,55808.0
20,USA,Unknown,C++,"Django, Ruby on Rails",201-1000,77233.0,77233.0
20,USA,Unknown,"Java, PHP",Unknown,1-10,109793.0,109793.0
11,India,Bachelors,Unknown,"Django, Flask",201-1000,42706.0,42706.0
6,USA,Masters,"Python, Rust","Ruby on Rails, Spring",5000+,127389.0,127389.0
25,France,Masters,"C#, JavaScript","Ruby on Rails, Vue",1001-5000,122572.0,122572.0
31,France,Masters,"JavaScript, Python","ASP.NET, Laravel",201-1000,157496.0,157496.0
38,USA,Bachelors,"Ruby, Swift","ASP.NET, Django",11-50,266016.875,1479562.0
20,USA,Bachelors,Python,"Laravel, React",11-50,125561.0,125561.0
0,Ca,Masters,"JavaScript, Swift","Laravel, Ruby on Rails",1001-5000,64226.0,64226.0
37,UK,Bachelors,"Go, JavaScript","Django, Ruby on Rails",1-10,200011.0,200011.0
9,India,Masters,"JavaScript, Swift","ASP.NET, Django",201-1000,46840.0,46840.0
33,Australia,Bachelors,"C#, Swift","Angular, Spring",201-1000,170599.0,170599.0
16,Germany,Bachelors,Unknown,Unknown,1001-5000,88386.0,88386.0
23,France,Masters,Unknown,"Angular, Ruby on Rails",1-10,151436.0,151436.0
23,UK,Bachelors,"PHP, Ruby",Unknown,1-10,107141.0,107141.0
25,Singapore,Masters,"Go, Java","Django, Flask",1001-5000,132221.0,132221.0
40,Canada,Bachelors,"Java, Rust","Django, Vue",11-50,201416.0,201416.0
23,USA,Bachelors,"C++, Java","React, Ruby on Rails",51-200,127798.0,127798.0
10,Canada,Bachelors,"Go, Ruby","React, Ruby on Rails",11-50,98381.0,98381.0
25,India,Bachelors,"Go, Swift","Laravel, Ruby on Rails",201-1000,94582.0,94582.0
20,USA,Bachelors,"JavaScript, Swift","Spring, Vue",51-200,165228.0,165228.0
29,UK,Bachelors,PHP,"Express, Flask",201-1000,165294.0,165294.0
0,USA,Bachelors,"C#, C++","Django, Laravel",1-10,107575.0,107575.0
3,USA,Bachelors,"PHP, Python","Angular, Flask",1-10,81075.0,81075.0
2,USA,Bachelors,"Python, Ruby","Laravel, Vue",11-50,98053.0,98053.0
4,France,Masters,"Python, Rust","Angular, React",51-200,70468.0,70468.0
8,Canada,Bachelors,"Java, PHP","Ruby on Rails, Spring",201-1000,99561.0,99561.0
40,UK,Some College,"Go, Ruby","Laravel, Ruby on Rails",5000+,212897.0,212897.0
37,Japan,Masters,Ruby,"Express, Laravel",1001-5000,188646.0,188646.0
4,Australia,Bachelors,Unknown,"Django, Laravel",51-200,62086.0,62086.0
2,USA,Bachelors,Rust,"Express, Ruby on Rails",1-10,101182.0,101182.0
20,India,Bachelors,"C++, Python","ASP.NET, React",201-1000,20609.0,20609.0
10,USA,Unknown,"Rust, Swift","Express, Ruby on Rails",5000+,132624.0,132624.0
14,USA,Bachelors,"Python, Ruby","Express, Ruby on Rails",11-50,144031.0,144031.0
10,India,Some College,"JavaScript, PHP","Laravel, Ruby on Rails",1001-5000,41606.0,41606.0
18,Canada,Some College,"JavaScript, Python","Angular, Ruby on Rails",5000+,129014.0,129014.0
4,India,Bachelors,"JavaScript, Ruby","Flask, Vue",1001-5000,24454.0,24454.0
33,Japan,Bachelors,"JavaScript, Rust","Flask, Vue",1-10,173097.0,173097.0
19,USA,Some College,"C#, PHP","Flask, Vue",1-10,144804.0,144804.0
0,UK,Masters,"Go, Swift","Angular, Spring",5000+,84828.0,84828.0
19,USA,Some College,Swift,"Laravel, Ruby on Rails",1-10,172205.0,172205.0
9,Canada,Bachelors,"Java, Swift","Angular, Vue",1-10,92869.0,92869.0
5,UK,Masters,"Rust, Swift","Angular, Vue",11-50,89394.0,89394.0
3,France,Bachelors,"C#, C++","Angular, Spring",51-200,55659.0,55659.0
10,USA,Bachelors,Unknown,Ruby on Rails,201-1000,108112.0,108112.0
20,Australia,Masters,Swift,"Ruby on Rails, Spring",5000+,147090.0,147090.0
2,UK,Bachelors,JavaScript,"Ruby on Rails, Spring",1001-5000,78704.0,78704.0
5,France,Some College,"Java, Ruby","React, Ruby on Rails",11-50,63382.0,63382.0
24,UK,Bachelors,"PHP, Swift","Django, Vue",1-10,131173.0,131173.0
14,USA,Bachelors,JavaScript,"Django, Laravel",1001-5000,124624.0,124624.0
34,India,Bachelors,"C++, JavaScript","Django, React",1-10,138261.0,138261.0
28,USA,Bachelors,"JavaScript, PHP","Express, React",5000+,206884.0,206884.0
28,Germany,Masters,"C#, PHP",Unknown,1001-5000,177518.0,177518.0
14,USA,Masters,"Go, PHP","React, Vue",201-1000,127782.0,127782.0
22,USA,Bachelors,"Java, JavaScript","Flask, Ruby on Rails",51-200,143123.0,143123.0
35,USA,PhD,"C#, Ruby","Flask, Ruby on Rails",1-10,204029.0,204029.0
5,USA,Bachelors,"C++, Java",Flask,201-1000,97262.0,97262.0
33,USA,PhD,"PHP, Swift",ASP.NET,1001-5000,187007.0,187007.0
37,India,Bachelors,"JavaScript, Swift","Ruby on Rails, Vue",11-50,133529.0,133529.0
20,India,Bachelors,"Java, Python","Laravel, Spring",1-10,113147.0,113147.0
0,Japan,High School,"C#, Python","Laravel, Ruby on Rails",1001-5000,43217.0,43217.0
32,USA,Bachelors,"C#, C++","ASP.NET, Vue",5000+,207227.0,207227.0
30,Germany,Masters,"JavaScript, PHP","ASP.NET, Ruby on Rails",1-10,169115.0,169115.0
23,USA,High School,"Ruby, Swift","React, Vue",51-200,154488.0,154488.0
14,USA,Masters,"Java, PHP","Express, Flask",201-1000,130600.0,130600.0
22,Germany,Some College,"Go, Swift","ASP.NET, Flask",51-200,145271.0,145271.0
16,USA,Masters,Unknown,"ASP.NET, Flask",5000+,172561.0,172561.0
36,UK,Bachelors,"Java, Rust","Django, Laravel",51-200,159335.0,159335.0
1,Canada,Bachelors,"C++, Go","Spring, Vue",11-50,62694.0,62694.0
37,Germany,Bachelors,"C#, Python","Express, React",11-50,138377.0,138377.0
9,USA,Masters,"Java, Swift","React, Spring",51-200,102751.0,102751.0
21,Japan,Bachelors,"Go, Python",Flask,1-10,134542.0,134542.0
